x values,y values
79.0795038675215,173.57993587440373
90.35688682198516,173.0458127539881
63.42279091848585,155.6416233213942
28.654084208556274,74.1525197937988
39.215476117861236,98.16535152127105
51.26392406064815,120.77189794332038
84.0560334924349,180.47079055141197
42.23346346646486,74.4157471144265
93.9327153954213,160.18655013965108
60.22017234853902,116.9322478040299
30.992370363090195,36.75050367919194
13.693210774889986,21.16725099089559
84.77710484624345,187.30828878029826
43.84604664188407,68.79327980139753
33.62560608749398,54.0932850948065
42.53704515934016,108.31288219092829
17.59389150708397,37.661535232103994
56.11128873154377,134.35271741873265
59.14221172416146,98.18697423567028
3.9553373430583627,6.823113910115648
44.477680480700684,97.4152456398822
98.13979524325654,209.92211755969035
17.385640198170204,13.681607668035014
47.545923758543154,72.25232933800147
54.63588036705268,118.83600500286866
97.77667453387173,188.13583717821777
13.815437360878457,-0.9633191622458703
7.053192369169903,-4.918262313172139
88.0358972934475,157.6360410841211
12.260257514319473,49.1503070071998
55.94669380881076,105.06643511924462
19.38531164862576,31.676463546515816
30.824078661097797,35.163714374785606
43.05527892631156,86.13390554533838
93.70382977170479,184.38948638568777
76.81145421159479,158.4492073574483
7.163682592681841,3.5173577816778394
19.895599124782958,51.398059202015844
51.620072213154224,93.3646722421122
41.483658072636985,96.93805855811509
80.15403410990714,174.66966398658866
50.82275102427939,94.74934540035453
46.488452856058196,86.67091484673952
44.32262977768715,92.35291084017508
87.98379721610291,190.93873117969966
49.178367970881546,109.69011803943403
87.31746578360327,198.79716499489433
99.61061650831844,191.91474328978094
28.125527509470004,59.45126860455209
85.66384930512777,187.6502674171536
0.9238535994132158,5.13980014918042
98.9950107217007,194.57640202954101
63.92347840121838,132.90706366267923
43.441918384112,101.33121312678908
80.9070620244628,131.6101649678235
9.829032963763717,14.769927052996701
92.94961541916317,227.0815153000573
40.166158824723865,103.08162944084305
31.275570825140086,32.50016890464745
26.077994150555295,73.75639202784119
63.67243613118725,109.86285109660406
87.14400386057663,186.7482845636234
63.879666182359315,119.58347771246679
45.64179521075161,88.71388425823784
93.64517635758196,163.22040004389083
89.78397034138699,173.99113803259107
45.1904853766847,79.69104496770052
9.730624577382885,18.163798876930205
6.141356857222435,17.04269635911954
25.8214588080115,55.890713205166925
97.81128382859991,184.3298217352354
35.270296476451946,67.94101905036287
94.68777190559707,193.01894980505725
19.493198121759125,52.552379104065935
74.77040029162887,136.30885552999172
78.9917688595496,151.22757881901293
48.625581617204716,92.19637241370971
47.85008351416323,79.26128663609228
87.7997305146329,169.95018300058246
11.049044995486835,37.69744275073819
20.534153513574637,38.603835517557194
61.44617309699735,132.45939707974128
27.969737407636718,28.648787213657656
72.94626042023756,164.25834357468904
58.71695263562924,105.98759754547011
59.44809764049208,123.50773715772574
49.92927734782846,96.47585470485551
31.449849993486435,62.98691361316249
43.746388136025274,98.21359387641203
67.00567148104777,134.6367206647893
69.52138331230914,137.28995090581134
28.80798781894728,73.90574380950079
70.5645624139409,170.32869421429157
15.403317362535518,38.565571012173535
31.647360139588443,72.61162326356154
99.91861668463869,206.02218813235112
91.1874869648503,181.4751466805507
17.905014979826394,55.8113767708908
69.26675837528062,132.56806842386348
75.68592893285305,134.60829422795905
