x values,y values
27.72907947340546,55.98802295508766
17.12873147287849,32.42315734610088
55.19895379410599,110.04941726466964
52.041216793994764,92.58968619603975
65.61213381525435,113.7040552204943
28.62733697011891,54.80806528250468
50.90758056065808,122.2021711919857
83.6224621960385,170.74498297350405
43.18387707410448,88.34125965606397
86.61108755977143,184.5837243028873
41.531738081088946,77.87657173274627
9.393923264385117,20.22394773944358
84.05273964589246,157.05594674758976
70.37222813061646,148.22433561948745
30.400280353430876,62.04159189341444
20.603617250629615,30.7164891667532
72.18439680037835,135.68575587927847
6.974389448627294,17.083407902122726
72.67673168172256,155.91897863423668
72.8046651512803,134.8479122039351
98.3273050778264,192.35698480518
29.622875389245294,76.923675586989
93.5556863315022,196.71106539565292
3.193180322438416,13.670392234376997
21.264659806683117,48.27028052426752
46.445689512041334,111.54577509132807
67.0470793018487,130.6908005084192
28.764044818232914,47.425680477776474
11.209160461534317,17.944923707171206
33.522740855378665,75.84542297387966
94.7220205644938,173.79569177325075
97.97446399970973,178.0572887308681
1.2513588917302032,1.4592830819176228
65.45657810785495,113.37890984662317
24.325970283026876,31.52199607239907
75.23662789254074,156.63380509411857
50.183965130382205,80.71008855275552
77.19727211820229,145.49672481213065
3.1862403359478653,22.709644540121452
68.53045689884699,148.26569926835032
73.80479568344234,144.70303857720862
76.68150121064676,138.317389899575
90.26912629406495,171.4826126191449
75.61870094265774,125.65018722990833
74.79116010455327,154.03302883948936
16.013671368294357,14.815075603127369
78.87262823492273,143.83181886400564
31.606319398942205,72.62840093733888
72.80981594795334,133.6870005470814
80.32707741469125,150.52811065158915
71.6116524112726,115.82543250497723
87.65838274924455,181.4193804466149
14.51916624909716,40.64858410527974
27.42833692245561,52.385221852657025
19.36871853648604,46.067557365178345
78.53346774710252,156.93473007713672
47.51254668240965,71.89707744674303
43.469553479854405,96.42363098518938
26.13863951994302,67.9592505751525
64.09797972947902,111.90755212615687
94.2832184321315,201.1229128904924
82.31896928571442,176.71059261760257
7.485685425241295,9.33662264415754
38.28433146279531,62.10969009809822
68.16767844228626,134.03994759339776
79.09419461192982,168.21688298208142
89.18369874055739,175.82823536258604
7.142103666926203,13.306607820249628
73.49374105485018,150.00788126343753
3.3429892918932835,11.704369971616842
3.6094547494869955,13.250560899132957
27.37583356189348,68.1620475803953
69.14382549770959,131.2576834218643
14.754577818908798,32.045697487845615
85.8721656049944,173.46764894673638
47.15413587199998,76.04290885285552
46.19696757828328,86.56722498203912
71.93852274632563,121.3728280787702
38.80294968688539,80.55490858914261
46.96811365065457,92.40512236022232
25.37289495424976,36.750774773389935
27.70289611365061,56.92917960678086
98.65916545002604,209.58608671814505
46.4722567510042,76.2519558506111
25.808995202974707,57.19872976009295
36.44541212019823,88.82970998090907
86.62637045007125,173.46147662779833
45.29482673215707,88.49089124916544
98.31350588399025,204.0711540892174
30.199254837494582,52.82423400166363
77.45562130848933,160.7402512657797
52.86630314001746,116.52220746964973
99.27131664790171,180.70091143537815
50.81648898992731,106.62599247420333
96.12595948100983,196.699953492788
1.5670935517453244,-1.5600034464151706
38.76965364920629,75.97708793379853
63.05268095789221,110.92761076247183
12.91046152159706,49.056029084659976
51.2653023270983,106.83746738003292
